Cohort ID	Likelihood Weights	Mortality Prob
142	0.019494351292863053	0.061983537902442334
143	0.0005559488522391288	0.07426869114814748
144	0.0016127921643280863	0.05891037570895235
145	0.024185387387269122	0.07149882582121858
146	1.1551851681211602e-08	0.09514186772157095
147	1.471108322236829e-135	0.19259779607653532
148	9.620934075097942e-96	0.1619433964108285
149	5.253164443686147e-08	0.05251119603182317
150	0.014189816589739173	0.06439485593789736
151	2.1195361669476884e-247	0.2434552660000544
152	1.9021085719777073e-71	0.16362009238398845
153	6.385181888731302e-11	0.0906586469321981
154	3.587163687525887e-16	0.10046514891406469
155	2.0946257975473822e-140	0.1987651708150186
156	3.7600099552259624e-07	0.08908589622186376
157	1.4064390376507883e-99	0.16627178545465154
158	7.419494095023696e-231	0.24400399781766247
159	3.2202397118543586e-191	0.21936576029800708
160	1.7297095870165326e-11	0.09796955182951723
161	2.4653705366181042e-61	0.148753942853746
162	3.1662075009593647e-126	0.17399114367627594
163	9.655949226375958e-165	0.21579617991003575
164	1.1517400540508863e-09	0.08135827892921685
165	1.67512226002828e-05	0.053715240435481905
166	0.0007486128075116517	0.06400442874384447
167	8.718598402843113e-67	0.14726902218740637
168	1.5641603044859525e-101	0.17126589233066608
169	1.4456478405585903e-86	0.16377028741729627
170	2.0588293946232278e-26	0.11347248186443215
171	1.2548257502064896e-229	0.24772323088248976
172	1.7715158136670376e-82	0.16594904384915937
173	7.121182362650617e-31	0.12602823452471007
174	4.695595850176557e-83	0.16018964382357936
175	2.3356387725741563e-136	0.19906688618130042
176	1.2458049193208162e-116	0.18384657869063692
177	1.3286675114280024e-18	0.10298391153256188
178	0.0013437906136378474	0.06326696688568832
179	2.2985037024585637e-47	0.12401683958282127
180	3.55536193134833e-104	0.17594350140431292
181	5.195260789311011e-07	0.09203480198296793
182	5.770878818946562e-124	0.20055111074776277
183	0.005564769961994534	0.06330729627082299
184	4.025598298550124e-17	0.10206301971570819
185	4.7071589533578446e-185	0.21095091274866912
186	0.0001266847694932813	0.08868685652466556
187	6.48905752332672e-116	0.17789217617598801
188	1.1717673943100786e-74	0.15493406182474673
189	5.111714554365538e-220	0.23496159407987016
190	3.587163687525887e-16	0.1026593540974222
191	0.00015287458480313108	0.06319221813680476
192	1.2833719488434401e-149	0.19701319265773393
193	5.958738899063712e-154	0.20443560590864934
194	1.251234196938339e-198	0.2315631705007048
195	7.419494095023696e-231	0.2363944138393675
196	1.9650448088155377e-10	0.0527903145951194
197	1.4918026029405988e-10	0.09687241722428411
198	6.222854444817857e-99	0.17335567140033153
199	8.618219224667812e-201	0.2398032641375233
200	8.933764735042946e-211	0.24003522384941595
201	1.739308097394903e-94	0.16133063763903127
202	8.618219224667812e-201	0.23312126995325494
203	3.1792529291914653e-108	0.1783132417892675
204	1.557286721828849e-52	0.12800154282824927
205	6.802794499043087e-60	0.14719813341938195
206	2.175871458273188e-91	0.17086209658399465
207	2.7053426593638646e-76	0.15990958430171254
208	7.86308750866037e-236	0.23523628534129076
209	2.600103669713456e-193	0.23374668712672125
210	3.254198953907592e-51	0.128975122584711
211	8.930969650363196e-225	0.2426525056881424
212	1.3869799750838783e-07	0.08479113333609287
213	0.0046105730511269245	0.07526590388792748
214	0.012174870420883797	0.07701583160934627
215	8.851200783680165e-64	0.15113243313537933
216	8.21590431941439e-07	0.0543049610548396
217	1.609590330597851e-208	0.2395940422435362
218	4.324833847007398e-177	0.21542309423414652
219	2.3922406257950167e-06	0.05300379614842448
220	5.195260789311011e-07	0.08523925111501104
221	5.79672087989447e-28	0.1164127148733674
222	0.002254903962992235	0.07619936896218338
223	6.646311091465354e-163	0.2118981384253164
224	3.230358053576139e-32	0.1189473305366587
225	1.206598172164099e-209	0.23802149646667342
226	7.620444923551192e-77	0.16640283598941602
227	2.120951311047354e-207	0.22576639688236882
228	1.2548257502064896e-229	0.2189468890784444
229	3.5248879789005157e-190	0.23107846374172986
230	1.1871140260815284e-51	0.1419760531633614
231	2.1348883127400877e-77	0.15926936320407464
232	4.324833847007398e-177	0.2097207182304079
233	4.964254120884222e-24	0.10714377034682952
234	2.8425434588960484e-65	0.14805070452398555
235	6.222854444817857e-99	0.16982206152917567
236	1.7847617604342057e-07	0.05310665511016715
237	2.175871458273188e-91	0.16869628163932743
238	1.7424369966650143e-44	0.13673526979789166
239	4.086905208890194e-176	0.2114721057769683
240	7.046161653870391e-32	0.1130489606190746
241	1.251234196938339e-198	0.22857774170503026
242	3.4613279030952367e-106	0.1655714430569071
243	1.808919492410418e-06	0.08680204032549302
244	5.438297855947835e-162	0.2075858467651009
245	3.447900885369176e-102	0.1724062354089868
246	6.5328818868626915e-06	0.06078185441475059
247	2.410726947242693e-50	0.13403873600022645
248	1.471108322236829e-135	0.1858137673130859
249	2.0926368233714065e-228	0.2337203555955052
250	1.9650448088155377e-10	0.05008040497827149
251	7.647619583320003e-219	0.24535182980621195
252	5.374327744551449e-35	0.1253160629491549
253	2.696067129327921e-262	0.24475670767166452
254	1.1958402103981676e-97	0.17094322019481062
255	4.4092938151712144e-161	0.21576916159613863
256	4.695595850176557e-83	0.16494230094162046
257	1.1958402103981676e-97	0.17561523966147008
258	5.453271695688218e-09	0.10711525633913879
259	4.1030859184381865e-95	0.1673666681312166
260	1.7747980088106893e-150	0.20000435274053202
261	3.5418353598877334e-174	0.22166276728580847
262	2.3356387725741563e-136	0.20101643769353605
263	7.815323574284888e-131	0.1896114496894606
264	3.5248879789005157e-190	0.22289588601091997
265	6.458403627091974e-29	0.1145361993673493
266	4.1030859184381865e-95	0.18415775815751745
267	3.254198953907592e-51	0.14017478728266985
268	3.6713472935349604e-37	0.12642055040630346
269	2.682072164859478e-45	0.13216226998443714
270	3.254198953907592e-51	0.1302959166939081
271	4.116690534310424e-19	0.11347678919165538
272	1.5280072559643174e-107	0.1743838735840603
273	6.514912253686649e-50	0.13604945416425288
274	4.598166193626869e-254	0.24476041558545047
275	9.496087764407998e-128	0.18556017828686222
276	8.375386287461886e-15	0.08971397768542218
277	6.514912253686649e-50	0.13534020186960655
278	2.856054380859896e-38	0.11866924795488461
279	3.3084781851539248e-152	0.2095277607917133
280	2.3680401208153143e-215	0.22599965771268637
281	4.830138431992649e-184	0.23076839116527442
282	5.503487526499306e-127	0.18254396247505245
283	1.3286675114280024e-18	0.10404165240595156
284	2.850473787155671e-12	0.10047334030091795
285	2.600103669713456e-193	0.22097958853948046
286	4.695595850176557e-83	0.15554292926174934
287	4.324833847007398e-177	0.2104322168009196
288	9.620934075097942e-96	0.16449770343832126
289	2.1433594483591967e-132	0.19662850505750223
290	1.2450132421834246e-79	0.15380232549281117
291	6.646311091465354e-163	0.2041767821003776
292	1.4624122680401856e-89	0.1637715981409431
293	8.541177933489928e-63	0.14314197571839618
294	6.556833814230829e-25	0.11853778159065637
295	0.02426171347734002	0.06364186968334083
296	5.374327744551449e-35	0.12558483586561997
297	0.017454666147831643	0.06592521553965047
298	6.623054007748098e-261	0.246563422746089
299	0.0009748763463922187	0.08632257026615275
300	3.816365374128856e-189	0.21237173954410798
301	4.5307455223336087e-178	0.22499232899117966
302	3.1662075009593647e-126	0.18768265047718868
303	2.3476448190073213e-88	0.16389888254907514
304	0.0003731888799538861	0.08219428736312176
305	2.799593940348305e-66	0.14337600455266125
306	1.365263048888348e-33	0.119034410231043
307	1.1270376236299054e-12	0.09500799156281692
308	6.222854444817857e-99	0.16850237375315935
309	6.458403627091974e-29	0.11245396754038339
310	7.647619583320003e-219	0.23326111069367017
311	4.904433899736994e-183	0.23192710499031144
312	1.0261048089042011e-13	0.10142365875643924
313	0.022041464549941818	0.07217826014880585
314	5.195260789311011e-07	0.08859254640382258
315	8.077454772183391e-62	0.14991683413577722
316	5.958738899063712e-154	0.19571713359491927
317	1.4918026029405988e-10	0.0916388876817583
318	7.040312648804333e-13	0.09960671167544616
319	2.3635564751469013e-170	0.22033437498727343
320	1.5643216666518351e-46	0.13316974365350548
321	9.324425982900541e-88	0.17333701343104724
322	9.781447935842614e-11	0.09673322784785002
323	0.023264738860560248	0.0703934518851595
324	4.83559487917559e-73	0.15317140339370597
325	2.1426305663297792e-70	0.1454281974099565
326	4.900053765474332e-05	0.08053432881863265
327	7.05143174303375e-101	0.1743612463480831
328	3.1590292386980434e-100	0.15880202376278763
329	1.3495288057966502e-109	0.1808274693941489
330	0.0008123645355816833	0.07890910802493196
331	2.3356387725741563e-136	0.2003055634270488
332	7.083800716285735e-12	0.09440982795998454
333	7.788062345850953e-69	0.1538703648732066
334	3.2254132330733255e-146	0.20705920564432378
335	0.0004910489167611842	0.05446608559836124
336	4.532343562749326e-36	0.1148724919452373
337	4.5307455223336087e-178	0.22458447528002223
338	5.751200138436197e-138	0.21894192152041392
339	2.7053426593638646e-76	0.15768811851890874
340	3.248553460136471e-173	0.22332165483330263
341	6.532694270108613e-212	0.23996119827072532
342	2.0946257975473822e-140	0.21528139952586828
343	4.830138431992649e-184	0.22082308876730777
344	0.02364662662044047	0.06974868036406967
345	4.497719548749786e-118	0.18026086646819822
346	4.666175427014675e-130	0.19070339763053062
347	5.579171948323176e-111	0.17204816252932592
348	7.0992871809208515e-143	0.2099230523472056
349	7.956813729195166e-08	0.05691424397432685
350	3.3084781851539248e-152	0.20404774691099598
351	9.496087764407998e-128	0.1963457201479054
352	2.711389913783888e-13	0.10193967865967063
353	2.0897769563966213e-16	0.10141385976442935
354	6.57175389286891e-109	0.17646066348602557
355	3.256221244514372e-30	0.11905949231821632
356	6.54253521573016e-148	0.2093177356014575
357	6.700121065011555e-33	0.13922924640069145
358	6.646311091465354e-163	0.2065498829568344
359	6.596711458829619e-241	0.24809435672476815
360	2.801552259117319e-28	0.11004966790678002
361	0.00015874861667337448	0.07860116565161988
362	1.0444845895127116e-199	0.2302616872698548
363	1.4456478405585903e-86	0.15831187577747466
364	4.326800154659795e-237	0.24494807417101644
365	3.4613279030952367e-106	0.17732088000037943
366	2.1195361669476884e-247	0.2487826049220958
367	3.393445089182133e-80	0.15921416082859033
368	7.134764470201036e-70	0.15528518678110426
369	0.012174870420883797	0.07708558061443399
370	1.530155734592788e-31	0.12114103419677623
371	3.4419897822355744e-08	0.05524371345927466
372	9.783459316262e-07	0.08207903590392981
373	3.2254132330733255e-146	0.19912743854149922
374	2.3922406257950167e-06	0.05607993798575777
375	6.29898145707117e-41	0.12330861944874888
376	2.3635564751469013e-170	0.22246925056760886
377	5.579171948323176e-111	0.1885355435014709
378	2.245900296014656e-112	0.18818842841323374
379	1.3333751874474554e-06	0.08772736019106218
380	8.92420083133307e-55	0.13838085614968468
381	1.4456478405585903e-86	0.16631548146885825
382	3.3718420056067664e-221	0.24795034153274104
383	9.783459316262e-07	0.09078124504662438
384	8.375386287461886e-15	0.09954658035247098
385	2.311867369731506e-14	0.10243461675458239
386	3.3084781851539248e-152	0.20003448265959856
387	4.052541722186434e-46	0.14139506548713857
388	0.000608240472782022	0.061385887682219004
389	8.943617162311413e-66	0.15170324812204794
390	1.1517400540508863e-09	0.0923920329287352
391	6.646311091465354e-163	0.20972084895204207
392	5.0082650716900924e-15	0.10946627630145445
393	0.005564769961994534	0.05552120239090073
394	3.1590292386980434e-100	0.16868648989292423
395	2.085003212762542e-169	0.2187680857862378
396	8.903948603378361e-40	0.12620322481244284
397	2.0946257975473822e-140	0.1999716621452287
398	2.7053426593638646e-76	0.15222829565942564
399	5.6432670844771764e-86	0.15819036099243772
400	2.3680401208153143e-215	0.2418868642123505
401	4.086905208890194e-176	0.21079217829972935
402	5.340200246122171e-05	0.0564646133247148
403	3.171787532055644e-141	0.19187745024625902
404	1.7950509265583413e-58	0.14300029631270122
405	8.933764735042946e-211	0.23950978827901998
406	1.1093687208272549e-11	0.09428654686469767
407	1.670035128265755e-08	0.10341440393687316
408	0.006669778211128659	0.0662947929754524
409	6.29898145707117e-41	0.1357237657327573
410	0.00019798304370754888	0.07180375280381367
411	1.6438683664157877e-103	0.17675735212238358
412	3.2254132330733255e-146	0.2105926474747476
413	2.2366367556331222e-145	0.18936009922403568
414	3.679447689538913e-137	0.20324227621515412
415	1.9698698747873286e-36	0.11849082396870397
416	1.5765643475003266e-167	0.21917029660553555
417	2.5299807212716164e-54	0.1357537549998885
418	4.5307455223336087e-178	0.21480197408246376
419	3.4613279030952367e-106	0.17529923172485878
420	0.020351656518924212	0.07868460973404899
421	0.008015451307361034	0.0656773799709896
422	3.703330806708064e-09	0.05366652858260146
423	0.02364662662044047	0.0633449995278713
424	4.3099148304206605e-52	0.14171676274168638
425	0.021958596702100312	0.0726683845535181
426	5.340200246122171e-05	0.055556669769733995
427	1.7747980088106893e-150	0.2009722962780935
428	1.1112580597934684e-43	0.1289700960921279
429	3.509337548422878e-133	0.19938769912150506
430	8.92420083133307e-55	0.14048096534929033
431	2.5299807212716164e-54	0.14001734940015223
432	4.530951273390368e-57	0.14561450134356618
433	1.0943583957423658e-55	0.1448007853124388
434	2.2256452993559713e-158	0.21063266842283396
435	2.801552259117319e-28	0.13047850397154717
436	3.550582272887172e-205	0.23093723206872463
437	5.874866357856456e-09	0.05741220959080717
438	3.5425955303984186e-160	0.20477486854408372
439	0.024206342831894132	0.07512827622754777
440	1.7247103736145862e-114	0.1737027133824171
441	1.4370717053261343e-09	0.05207285226704639
442	1.4068136304276528e-73	0.1577254565152694
443	2.316116701169583e-09	0.05060359132391928
444	2.3680401208153143e-215	0.24023875709804093
445	7.647619583320003e-219	0.23108040674055563
446	2.82061044205224e-159	0.20919338838845386
447	3.550582272887172e-205	0.2330548639829575
448	0.016410881388595824	0.07911164623167942
449	0.0016362209947156537	0.08154601397410666
450	0.00010061809692774403	0.08752633458048681
451	3.1792529291914653e-108	0.17449918045998425
452	2.120951311047354e-207	0.23116189920166036
453	1.7462798991392454e-243	0.24799103567181474
454	1.0252423312520907e-124	0.1922244917531632
455	9.194252767049685e-135	0.19636008182845904
456	1.7346221896665867e-196	0.2318586409088509
457	6.852027121925599e-45	0.13017474647422417
458	1.1093687208272549e-11	0.09997013604500736
459	4.900053765474332e-05	0.08468603415742457
460	0.0046105730511269245	0.07389141006674581
461	2.7608725862135113e-206	0.21252211760656575
462	1.0236752943711755e-05	0.07935847468344864
463	7.000659687300588e-17	0.10285949654538014
464	2.3635564751469013e-170	0.21381783572670615
465	9.063079665661298e-22	0.112117450358842
466	4.325327942646687e-232	0.2464834898585886
467	2.2766213296800503e-19	0.10332774043032705
468	4.83559487917559e-73	0.1567306689942423
469	5.945963921606454e-21	0.11289340223716993
470	8.933764735042946e-211	0.2321545662347675
471	6.121972149549569e-34	0.12331132877024689
472	4.2771116508009305e-42	0.1367184654546329
473	2.363405331075362e-69	0.15245853845567228
474	2.1947506130480617e-222	0.23777729547394266
475	0.0002486092955205954	0.05618980125423015
476	1.2833719488434401e-149	0.19337573272633785
477	1.6458711243943348e-216	0.22820379085846781
478	6.5328818868626915e-06	0.055457444703493765
479	2.363405331075362e-69	0.15441024945050214
480	3.699294504188804e-40	0.11519796235400506
481	4.0872678991551514e-188	0.2218978641731172
482	9.19812270676004e-81	0.16170331018450357
483	5.39165549524177e-121	0.1880455736325496
484	2.8425434588960484e-65	0.1405706999903075
485	8.801265706705812e-114	0.17566180750427146
486	6.944571484215511e-23	0.10801937033748517
487	6.5328818868626915e-06	0.05186971559330316
488	1.4456478405585903e-86	0.16535118699741816
489	6.944571484215511e-23	0.11228884282649257
490	1.2376223452929917e-83	0.15345351970022597
491	5.582201139023324e-226	0.23328117061077958
492	1.249894157243349e-48	0.13529495770027922
493	1.7963072289816747e-12	0.09947920732047709
494	1.526121128376952e-30	0.1242587522558109
495	2.485819712138742e-233	0.23637222332730812
496	2.3461082587826142e-238	0.23737367626181877
497	3.823596025477235e-175	0.21886598971314264
498	5.664550140174623e-203	0.23404130286113212
499	3.4241644898466154e-10	0.0955800579902634
500	0.024185387387269122	0.06749644191071819
501	1.1093687208272549e-11	0.09546194725693775
502	1.3286675114280024e-18	0.11287532322281009
503	7.757660716938921e-06	0.08495317527126231
504	1.4456478405585903e-86	0.1714188323944921
505	2.0041117039509116e-53	0.13271728300023228
506	9.655949226375958e-165	0.2132703023654428
507	2.2873054503152035e-05	0.08702607965380613
508	8.801265706705812e-114	0.19037530595126212
509	1.767583663564806e-15	0.09807112496982778
510	1.6314845585465422e-105	0.16484381776817195
511	5.0886578610027895e-39	0.11979751944415779
512	0.00019559032248879537	0.06139287989656655
513	7.040312648804333e-13	0.09576273419207518
514	8.801265706705812e-114	0.1828205110709587
515	2.0353269078092746e-59	0.14945001867210628
516	5.876489075073686e-89	0.15380319681473575
517	2.4035170029397252e-08	0.0849440300217845
518	1.5641603044859525e-101	0.1641431703092513
519	5.582201139023324e-226	0.24935068504164198
520	2.6535859910344123e-171	0.2133670217583244
521	1.4064390376507883e-99	0.16887452476619558
522	2.3461082587826142e-238	0.24519781366618099
523	7.647619583320003e-219	0.2303125169338643
524	2.1348883127400877e-77	0.16912158672052913
525	0.0004910489167611842	0.05648526506289142
526	0.02364662662044047	0.06871541916349616
527	0.004234664808269821	0.06307434300844528
528	3.254198953907592e-51	0.14034662973829506
529	3.6713472935349604e-37	0.12508696663357155
530	1.253388053955408e-239	0.24507000685405733
531	0.0001266847694932813	0.083596658639923
532	7.419494095023696e-231	0.24455751838653106
533	2.2256452993559713e-158	0.20349497377260262
534	4.3303746444245257e-187	0.21484756792489956
535	7.05143174303375e-101	0.17652316335559948
536	2.1433594483591967e-132	0.18374655404134643
537	8.943617162311413e-66	0.14537646670423868
538	5.874866357856456e-09	0.052627271384614455
539	2.449345234349837e-27	0.12060121710836497
540	1.9021085719777073e-71	0.1484143602987117
541	3.679447689538913e-137	0.1960182422180209
542	1.7523208141552694e-49	0.14372566854922186
543	8.878260955936418e-51	0.14148098321788632
544	0.00831893648078879	0.07753254818912064
545	1.1707893499766863e-10	0.0521777467606958
546	4.45934144134859e-153	0.20165565209539926
547	1.0170122229626311e-26	0.11399056761553568
548	4.347890448453045e-246	0.24687669003870216
549	1.4918026029405988e-10	0.09404684523183121
550	1.0381596248187476e-35	0.11774160509633594
551	4.83559487917559e-73	0.15477922713322634
552	1.538241605791593e-144	0.20097829141210655
553	8.541177933489928e-63	0.14277155678005915
554	0.002254903962992235	0.07496450862233527
555	4.799479229653634e-22	0.11250027569840991
556	7.134764470201036e-70	0.15090383394019893
557	1.1231354206877528e-111	0.18476980160337353
558	1.5765643475003266e-167	0.20402999126241844
559	0.0005559488522391288	0.07606715619087086
560	0.00192364688735006	0.05458302626447636
561	2.0041117039509116e-53	0.15381646444239788
562	3.248553460136471e-173	0.2119977421324833
563	1.3572877966264835e-11	0.052520753405975264
564	3.3568555274335116e-115	0.18449396893074682
565	1.789326494824811e-122	0.18736164533139837
566	3.8044189936563287e-56	0.13984935071732751
567	1.481704423793837e-197	0.23295773734838687
568	1.5792566710440338e-119	0.1788722169513986
569	4.053908489345892e-11	0.05104796753029317
570	1.5522154402704468e-57	0.14688568910287514
571	3.2202397118543586e-191	0.22186356121952
572	1.351528261625774e-166	0.2160799140074679
573	1.5280072559643174e-107	0.17983083942249561
574	1.808272682909086e-125	0.18473968477972635
575	3.55536193134833e-104	0.16569991595784012
576	4.799479229653634e-22	0.10482395503337044
577	1.2450132421834246e-79	0.16210599810721177
578	6.57175389286891e-109	0.18434595696348405
579	5.0886578610027895e-39	0.12048592604328177
580	3.248553460136471e-173	0.22116567345078558
581	1.942751253706883e-07	0.08900749720174146
582	1.3490983183989128e-156	0.19946416206638468
583	9.663432232536868e-24	0.10792054923737548
584	2.4335908293338207e-151	0.2047598574488364
585	1.7523208141552694e-49	0.13554746586721525
586	5.958738899063712e-154	0.21153968182244193
587	1.4744429497575867e-32	0.12070697253359808
588	7.757660716938921e-06	0.09273864752591623
589	9.194252767049685e-135	0.20345690168435332
590	1.6639495618856997e-25	0.11172838952613023
591	2.3635564751469013e-170	0.19664901354528552
592	2.1433594483591967e-132	0.1988946306155464
593	3.4241644898466154e-10	0.09427934018164022
594	7.757660716938921e-06	0.0928224273641297
595	1.0236752943711755e-05	0.08978958468541334
596	0.003046817674499639	0.07850366755316894
597	3.308274614393185e-31	0.12541651984146684
598	1.6873594237161623e-06	0.055325576938324295
599	0.010167256299337703	0.07218407380684813
600	4.1030859184381865e-95	0.18491280475268213
601	7.0992871809208515e-143	0.20995530737947726
602	0.022041464549941818	0.06610590542567718
603	1.942751253706883e-07	0.09634046209715841
604	6.973801445835535e-08	0.09152513236076287
605	1.481704423793837e-197	0.23346671261632612
606	4.612913282895409e-147	0.19226290362729737
607	1.6483356305247807e-78	0.16077692221028286
608	3.614319326574562e-23	0.11090359758412405
609	8.048205750517845e-164	0.21697080952635972
610	1.0449795030348298e-45	0.137061191525904
611	8.933764735042946e-211	0.23469124302375505
612	4.461001133241009e-113	0.19121036086718662
613	2.410726947242693e-50	0.14560626159305667
614	0.0011642187224806388	0.07524202074987174
615	4.598166193626869e-254	0.24520871009354955
616	1.670035128265755e-08	0.08196673006881867
617	3.4241644898466154e-10	0.09052042504393253
618	6.802794499043087e-60	0.1362363510320742
619	4.4105008504649863e-44	0.13084038115502944
620	0.002254903962992235	0.07935029615285882
621	1.0492801239664498e-143	0.1958637838722247
622	9.783459316262e-07	0.0877490133754372
623	2.375334216500022e-117	0.17877912886233255
624	2.82061044205224e-159	0.20086119011525977
625	3.443607277038707e-08	0.09214647841666415
626	1.2779292273926513e-92	0.170190849621528
627	2.4335908293338207e-151	0.19978567504916728
628	2.2422628927789342e-96	0.1776437421240667
